disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,year,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,ongo2014,new,change,changetype_1,changetype_2
27,27.003,315,CZE,2,USA,18,10,1961,1961,28,10,1961,Statlemate,None,None,Mobilization,3,0,4,4,0,0,0,None,Show of troops,3,0,1,0,0,None,Mobilization,3,1,4,1,0,1,11,11,Mobilization,Show of Force,Mobilization,No,No,No,None,None
27,27.004,2,USA,365,RUS,25,7,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,1,0,0,None,Mobilization,3,1,0,1,2,None,Blockade,4,1,1,3,0,1,96,96,Blockade,Mobilization,Blockade,No,No,No,None,None
27,27.004,365,RUS,2,USA,25,7,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,0,1,2,None,Blockade,4,1,1,0,0,None,Mobilization,3,1,3,1,0,1,96,96,Blockade,Blockade,Mobilization,No,No,No,None,None
27,27.005,200,UKG,265,GDR,13,8,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,1,0,0,None,Show of troops,3,0,0,1,2,None,Blockade,4,0,2,4,0,1,77,77,Blockade,Show of Force,Blockade,No,No,No,None,None
27,27.005,265,GDR,200,UKG,13,8,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,0,1,2,None,Blockade,4,0,1,0,0,None,Show of troops,3,0,4,2,0,1,77,77,Blockade,Blockade,Show of Force,No,No,No,None,None
27,27.006,200,UKG,290,POL,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,1,0,0,None,Show of troops,3,0,0,0,0,None,Show of troops,3,0,2,4,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.006,290,POL,200,UKG,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,0,0,0,None,Show of troops,3,0,1,0,0,None,Show of troops,3,0,4,2,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.007,200,UKG,315,CZE,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,1,0,0,None,Show of troops,3,0,0,0,0,None,Show of troops,3,0,2,4,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.007,315,CZE,200,UKG,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,0,0,0,None,Show of troops,3,0,1,0,0,None,Show of troops,3,0,4,2,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.008,200,UKG,365,RUS,13,8,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,1,0,0,None,Show of troops,3,0,0,1,2,None,Blockade,4,1,2,3,0,1,77,77,Blockade,Show of Force,Blockade,No,No,No,None,None
27,27.008,365,RUS,200,UKG,13,8,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,0,1,2,None,Blockade,4,1,1,0,0,None,Show of troops,3,0,3,2,0,1,77,77,Blockade,Blockade,Show of Force,No,No,No,None,None
27,27.009,220,FRN,265,GDR,13,8,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,1,0,0,None,Show of troops,3,0,0,1,2,None,Blockade,4,0,2,4,0,1,77,77,Blockade,Show of Force,Blockade,No,No,No,None,None
27,27.009,265,GDR,220,FRN,13,8,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,0,1,2,None,Blockade,4,0,1,0,0,None,Show of troops,3,0,4,2,0,1,77,77,Blockade,Blockade,Show of Force,No,No,No,None,None
27,27.01,220,FRN,290,POL,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,1,0,0,None,Show of troops,3,0,0,0,0,None,Show of troops,3,0,2,4,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.01,290,POL,220,FRN,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,0,0,0,None,Show of troops,3,0,1,0,0,None,Show of troops,3,0,4,2,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.011,220,FRN,315,CZE,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,1,0,0,None,Show of troops,3,0,0,0,0,None,Show of troops,3,0,2,4,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.011,315,CZE,220,FRN,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,0,0,0,None,Show of troops,3,0,1,0,0,None,Show of troops,3,0,4,2,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.012,220,FRN,365,RUS,13,8,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,1,0,0,None,Show of troops,3,0,0,1,2,None,Blockade,4,1,2,3,0,1,77,77,Blockade,Show of Force,Blockade,No,No,No,None,None
27,27.012,365,RUS,220,FRN,13,8,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,0,1,2,None,Blockade,4,1,1,0,0,None,Show of troops,3,0,3,2,0,1,77,77,Blockade,Blockade,Show of Force,No,No,No,None,None
27,27.013,260,GFR,265,GDR,13,8,1961,1961,28,10,1961,Statlemate,None,None,Clash,4,1,4,4,1,0,0,None,Clash,4,0,0,1,2,None,Clash,4,0,2,4,0,1,77,77,Clash,Clash,Clash,No,No,No,None,None
27,27.013,265,GDR,260,GFR,13,8,1961,1961,28,10,1961,Statlemate,None,None,Clash,4,1,4,4,0,1,2,None,Clash,4,0,1,0,0,None,Clash,4,0,4,2,0,1,77,77,Clash,Clash,Clash,No,No,No,None,None
27,27.014,260,GFR,290,POL,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,1,0,0,None,Show of troops,3,0,0,0,0,None,Show of troops,3,0,2,4,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.014,290,POL,260,GFR,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,0,0,0,None,Show of troops,3,0,1,0,0,None,Show of troops,3,0,4,2,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.015,260,GFR,315,CZE,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,1,0,0,None,Show of troops,3,0,0,0,0,None,Show of troops,3,0,2,4,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.015,315,CZE,260,GFR,18,10,1961,1961,28,10,1961,Statlemate,None,None,Show of troops,3,0,4,4,0,0,0,None,Show of troops,3,0,1,0,0,None,Show of troops,3,0,4,2,0,1,11,11,Show of Force,Show of Force,Show of Force,No,No,No,None,None
27,27.016,260,GFR,365,RUS,13,8,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,1,0,0,None,Show of troops,3,0,0,1,2,None,Blockade,4,1,2,3,0,1,77,77,Blockade,Show of Force,Blockade,No,No,No,None,None
27,27.016,365,RUS,260,GFR,13,8,1961,1961,28,10,1961,Statlemate,None,None,Blockade,4,0,4,4,0,1,2,None,Blockade,4,1,1,0,0,None,Show of troops,3,0,3,2,0,1,77,77,Blockade,Blockade,Show of Force,No,No,No,None,None
28,28.001,220,FRN,616,TUN,19,7,1961,1961,5,9,1961,Compromise,Negotiated,101-250,Clash,4,0,1,1,0,0,0,0-25,Clash,4,1,1,1,2,101-250,Blockade,4,1,3,1,0,1,49,49,Clash,Clash,Blockade,No,No,No,None,None
28,28.001,616,TUN,220,FRN,19,7,1961,1961,5,9,1961,Compromise,Negotiated,101-250,Clash,4,0,1,1,1,1,2,101-250,Blockade,4,1,0,0,0,0-25,Clash,4,1,1,3,0,1,49,49,Clash,Blockade,Clash,No,No,No,None,None
30,30.001,300,AUH,345,YUG,6,10,1908,1908,31,3,1909,Ongoing,Ongoing,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,1,1,None,Clash,4,1,3,1,0,1,87,87,Clash,Clash,Clash,No,No,No,None,None
30,30.001,300,AUH,345,YUG,6,10,1908,1909,31,3,1909,Yield A,Negotiated,None,Clash,4,1,1,1,0,0,0,Missing (knon fatalities,Clash,4,1,1,1,1,Missing (knon fatalities,Clash,4,1,3,1,0,2,91,178,Clash,Clash,Clash,No,No,No,None,None
30,30.001,345,YUG,300,AUH,6,10,1908,1908,31,3,1909,Ongoing,Ongoing,None,Clash,4,1,1,1,1,1,1,None,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,1,87,87,Clash,Clash,Clash,No,No,No,None,None
30,30.001,345,YUG,300,AUH,6,10,1908,1909,31,3,1909,Yield B,Negotiated,None,Clash,4,1,1,1,1,1,1,Missing (knon fatalities,Clash,4,1,0,0,0,Missing (knon fatalities,Clash,4,1,1,3,0,2,91,178,Clash,Clash,Clash,No,No,No,None,None
31,31.001,2,USA,710,CHN,30,5,1900,1900,16,8,1900,Win A,imposed,"1,000+",Begin Interstate War,5,1,8,1,1,0,0,26-100,Begin Interstate War,5,1,0,0,0,"1,000+",Begin Interstate War,5,1,1,3,1,1,79,79,Begin interstate war,Begin interstate war,Begin interstate war,No,No,No,None,None
31,31.001,710,CHN,2,USA,30,5,1900,1900,16,8,1900,Win B,imposed,"1,000+",Begin Interstate War,5,1,8,1,0,0,0,"1,000+",Begin Interstate War,5,1,1,0,0,26-100,Begin Interstate War,5,1,3,1,1,1,79,79,Begin interstate war,Begin interstate war,Begin interstate war,No,No,No,None,None
31,31.002,200,UKG,710,CHN,30,5,1900,1900,16,8,1900,Win A,imposed,"1,000+",Begin Interstate War,5,1,8,1,1,1,2,26-100,Begin Interstate War,5,1,0,0,0,"1,000+",Begin Interstate War,5,1,1,3,1,1,79,79,Begin interstate war,Begin interstate war,Begin interstate war,No,No,No,None,None
31,31.002,710,CHN,200,UKG,30,5,1900,1900,16,8,1900,Win B,imposed,"1,000+",Begin Interstate War,5,1,8,1,0,0,0,"1,000+",Begin Interstate War,5,1,1,1,2,26-100,Begin Interstate War,5,1,3,1,1,1,79,79,Begin interstate war,Begin interstate war,Begin interstate war,No,No,No,None,None
31,31.003,220,FRN,710,CHN,30,5,1900,1900,16,8,1900,Win A,imposed,"1,000+",Begin Interstate War,5,1,8,1,1,0,0,26-100,Begin Interstate War,5,1,0,0,0,"1,000+",Begin Interstate War,5,1,1,3,1,1,79,79,Begin interstate war,Begin interstate war,Begin interstate war,No,No,No,None,None
31,31.003,710,CHN,220,FRN,30,5,1900,1900,16,8,1900,Win B,imposed,"1,000+",Begin Interstate War,5,1,8,1,0,0,0,"1,000+",Begin Interstate War,5,1,1,0,0,26-100,Begin Interstate War,5,1,3,1,1,1,79,79,Begin interstate war,Begin interstate war,Begin interstate war,No,No,No,None,None
31,31.004,255,GMY,710,CHN,30,5,1900,1900,16,8,1900,Win A,imposed,"1,000+",Raid,4,1,8,1,1,0,0,26-100,Raid,4,1,0,0,0,"1,000+",Clash,4,1,1,3,0,1,79,79,Attack,Attack,Clash,No,No,No,None,None
31,31.004,710,CHN,255,GMY,30,5,1900,1900,16,8,1900,Win B,imposed,"1,000+",Raid,4,1,8,1,0,0,0,"1,000+",Clash,4,1,1,0,0,26-100,Raid,4,1,3,1,0,1,79,79,Attack,Clash,Attack,No,No,No,None,None
31,31.005,300,AUH,710,CHN,30,5,1900,1900,16,8,1900,Win A,imposed,"1,000+",Raid,4,1,8,1,1,0,0,0-25,Raid,4,1,0,0,0,"1,000+",Clash,4,1,1,3,0,1,79,79,Attack,Attack,Clash,No,No,No,None,None
31,31.005,710,CHN,300,AUH,30,5,1900,1900,16,8,1900,Win B,imposed,"1,000+",Raid,4,1,8,1,0,0,0,"1,000+",Clash,4,1,1,0,0,0-25,Raid,4,1,3,1,0,1,79,79,Attack,Clash,Attack,No,No,No,None,None
31,31.006,325,ITA,710,CHN,30,5,1900,1900,16,8,1900,Win A,imposed,"1,000+",Raid,4,1,8,1,1,0,0,0-25,Raid,4,1,0,0,0,"1,000+",Clash,4,1,1,3,0,1,79,79,Attack,Attack,Clash,No,No,No,None,None
31,31.006,710,CHN,325,ITA,30,5,1900,1900,16,8,1900,Win B,imposed,"1,000+",Raid,4,1,8,1,0,0,0,"1,000+",Clash,4,1,1,0,0,0-25,Raid,4,1,3,1,0,1,79,79,Attack,Clash,Attack,No,No,No,None,None
31,31.007,365,RUS,710,CHN,30,5,1900,1900,16,8,1900,Win A,imposed,"1,000+",Begin Interstate War,5,1,8,1,1,1,2,2510-500,Begin Interstate War,5,1,0,0,0,"1,000+",Begin Interstate War,5,1,1,3,1,1,79,79,Begin interstate war,Begin interstate war,Begin interstate war,No,No,No,None,None
31,31.007,710,CHN,365,RUS,30,5,1900,1900,16,8,1900,Win B,imposed,"1,000+",Begin Interstate War,5,1,8,1,0,0,0,"1,000+",Begin Interstate War,5,1,1,1,2,2510-500,Begin Interstate War,5,1,3,1,1,1,79,79,Begin interstate war,Begin interstate war,Begin interstate war,No,No,No,None,None
31,31.008,710,CHN,740,JPN,30,5,1900,1900,16,8,1900,Win B,imposed,"1,000+",Begin Interstate War,5,1,8,1,0,0,0,"1,000+",Begin Interstate War,5,1,1,1,2,501-999,Begin Interstate War,5,1,3,1,1,1,79,79,Begin interstate war,Begin interstate war,Begin interstate war,No,No,No,None,None
31,31.008,740,JPN,710,CHN,30,5,1900,1900,16,8,1900,Win A,imposed,"1,000+",Begin Interstate War,5,1,8,1,1,1,2,501-999,Begin Interstate War,5,1,0,0,0,"1,000+",Begin Interstate War,5,1,1,3,1,1,79,79,Begin interstate war,Begin interstate war,Begin interstate war,No,No,No,None,None
38,38.001,2,USA,200,UKG,29,12,1837,1837,5,1,1838,Ongoing,Ongoing,None,Raid,4,0,1,1,0,0,0,None,Show of troops,3,1,1,1,2,None,Raid,4,1,3,1,0,1,3,3,Attack,Show of Force,Attack,No,No,No,None,None
38,38.001,2,USA,200,UKG,29,12,1837,1838,5,1,1838,Statlemate,None,None,Raid,4,0,1,1,0,0,0,None,Show of troops,3,1,1,1,2,None,Raid,4,1,3,1,0,2,6,9,Attack,Show of Force,Attack,No,No,No,None,None
38,38.001,200,UKG,2,USA,29,12,1837,1837,5,1,1838,Ongoing,Ongoing,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,Show of troops,3,1,1,3,0,1,3,3,Attack,Attack,Show of Force,No,No,No,None,None
38,38.001,200,UKG,2,USA,29,12,1837,1838,5,1,1838,Statlemate,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,Show of troops,3,1,1,3,0,2,6,9,Attack,Attack,Show of Force,No,No,No,None,None
40,40.001,710,CHN,740,JPN,10,4,1928,1928,18,11,1928,Yield A,Negotiated,101-250,Clash,4,0,1,1,0,0,0,101-250,Clash,4,1,1,0,0,0-25,Occupation of territory,4,1,3,1,0,1,223,223,Clash,Clash,Occupation of territory,No,No,No,None,None
40,40.001,740,JPN,710,CHN,10,4,1928,1928,18,11,1928,Yield B,Negotiated,101-250,Clash,4,0,1,1,1,0,0,0-25,Occupation of territory,4,1,0,0,0,101-250,Clash,4,1,1,3,0,1,223,223,Clash,Occupation of territory,Clash,No,No,No,None,None
41,41.001,365,RUS,710,CHN,27,5,1929,1929,3,12,1929,Win A,Negotiated,"1,000+",Begin Interstate War,5,1,1,1,0,0,0,101-250,Begin Interstate War,5,1,1,0,0,"1,000+",Begin Interstate War,5,1,3,1,1,1,191,191,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
41,41.001,710,CHN,365,RUS,27,5,1929,1929,3,12,1929,Win B,Negotiated,"1,000+",Begin Interstate War,5,1,1,1,1,0,0,"1,000+",Begin Interstate War,5,1,0,0,0,101-250,Begin Interstate War,5,1,1,3,1,1,191,191,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
43,43.001,255,GMY,710,CHN,14,11,1897,1897,6,3,1898,Ongoing,Ongoing,None,Clash,4,1,1,1,1,1,2,None,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,1,48,48,Clash,Clash,Clash,No,No,No,None,None
43,43.001,255,GMY,710,CHN,14,11,1897,1898,6,3,1898,Win A,Negotiated,None,Clash,4,1,1,1,1,1,2,None,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,2,66,114,Clash,Clash,Clash,No,No,No,None,None
43,43.001,710,CHN,255,GMY,14,11,1897,1897,6,3,1898,Ongoing,Ongoing,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,1,2,None,Clash,4,1,3,1,0,1,48,48,Clash,Clash,Clash,No,No,No,None,None
43,43.001,710,CHN,255,GMY,14,11,1897,1898,6,3,1898,Win B,Negotiated,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,1,2,None,Clash,4,1,3,1,0,2,66,114,Clash,Clash,Clash,No,No,No,None,None
50,50.001,2,USA,365,RUS,4,8,1954,1954,8,8,1954,Statlemate,None,None,Show of Ships,3,0,3,2,1,1,1,None,Show of Ships,3,1,0,1,1,None,Show of Ships,3,0,1,4,0,1,5,5,Show of Force,Show of Force,Show of Force,No,No,No,None,None
50,50.001,365,RUS,2,USA,4,8,1954,1954,8,8,1954,Statlemate,None,None,Show of Ships,3,0,3,2,0,1,1,None,Show of Ships,3,0,1,1,1,None,Show of Ships,3,1,4,1,0,1,5,5,Show of Force,Show of Force,Show of Force,No,No,No,None,None
50,50.002,2,USA,710,CHN,11,2,1953,1953,19,1,1956,Ongoing,Ongoing,None,Show of Ships,3,0,3,2,1,1,1,None,Show of Ships,3,1,0,1,1,None,Show of Ships,3,1,1,3,0,1,324,324,Show of Force,Show of Force,Show of Force,No,No,No,None,None
50,50.002,2,USA,710,CHN,11,2,1953,1954,19,1,1956,Ongoing,Ongoing,None,Show of Ships,3,0,3,2,1,1,1,None,Show of Ships,3,1,0,1,1,None,Show of Ships,3,1,1,3,0,2,365,689,Show of Force,Show of Force,Show of Force,No,No,No,None,None
50,50.002,2,USA,710,CHN,11,2,1953,1955,19,1,1956,Ongoing,Ongoing,None,Show of Ships,3,0,3,2,1,1,1,None,Show of Ships,3,1,0,1,1,None,Show of Ships,3,1,1,3,0,3,365,1054,Show of Force,Show of Force,Show of Force,No,No,No,None,None
50,50.002,2,USA,710,CHN,11,2,1953,1956,19,1,1956,Statlemate,None,26-100,Show of Ships,3,0,3,2,1,1,1,None,Show of Ships,3,1,0,1,1,26-100,Show of Ships,3,1,1,3,0,4,20,1074,Show of Force,Show of Force,Show of Force,No,No,No,None,None
50,50.002,710,CHN,2,USA,11,2,1953,1953,19,1,1956,Ongoing,Ongoing,None,Show of Ships,3,0,3,2,0,1,1,None,Show of Ships,3,1,1,1,1,None,Show of Ships,3,1,3,1,0,1,324,324,Show of Force,Show of Force,Show of Force,No,No,No,None,None
50,50.002,710,CHN,2,USA,11,2,1953,1954,19,1,1956,Ongoing,Ongoing,None,Show of Ships,3,0,3,2,0,1,1,None,Show of Ships,3,1,1,1,1,None,Show of Ships,3,1,3,1,0,2,365,689,Show of Force,Show of Force,Show of Force,No,No,No,None,None
50,50.002,710,CHN,2,USA,11,2,1953,1955,19,1,1956,Ongoing,Ongoing,None,Show of Ships,3,0,3,2,0,1,1,None,Show of Ships,3,1,1,1,1,None,Show of Ships,3,1,3,1,0,3,365,1054,Show of Force,Show of Force,Show of Force,No,No,No,None,None
50,50.002,710,CHN,2,USA,11,2,1953,1956,19,1,1956,Statlemate,None,26-100,Show of Ships,3,0,3,2,0,1,1,26-100,Show of Ships,3,1,1,1,1,None,Show of Ships,3,1,3,1,0,4,20,1074,Show of Force,Show of Force,Show of Force,No,No,No,None,None
50,50.003,365,RUS,732,ROK,4,2,1954,1954,8,8,1954,Statlemate,None,None,Show of Ships,3,0,3,2,0,1,1,None,Show of Ships,3,0,1,1,1,None,Threat to use force,2,0,4,2,0,1,186,186,Show of Force,Show of Force,Threat to use force,No,No,No,None,None
50,50.003,732,ROK,365,RUS,4,2,1954,1954,8,8,1954,Statlemate,None,None,Show of Ships,3,0,3,2,1,1,1,None,Threat to use force,2,0,0,1,1,None,Show of Ships,3,0,2,4,0,1,186,186,Show of Force,Threat to use force,Show of Force,No,No,No,None,None
50,50.004,710,CHN,713,TAW,11,2,1953,1953,19,1,1956,Ongoing,Ongoing,None,Raid,4,1,3,2,0,1,1,None,Clash,4,1,1,1,1,None,Raid,4,1,3,1,0,1,324,324,Attack,Clash,Attack,No,No,Yes,None,None
50,50.004,710,CHN,713,TAW,11,2,1953,1954,19,1,1956,Ongoing,Ongoing,None,Begin Interstate War,5,1,3,2,0,1,1,None,Begin Interstate War,5,1,1,1,1,None,Begin Interstate War,5,1,3,1,1,2,365,689,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
50,50.004,710,CHN,713,TAW,11,2,1953,1955,19,1,1956,Ongoing,Ongoing,None,Begin Interstate War,5,1,3,2,0,1,1,None,Begin Interstate War,5,1,1,1,1,None,Begin Interstate War,5,1,3,1,1,3,365,1054,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
50,50.004,710,CHN,713,TAW,11,2,1953,1956,19,1,1956,Win A,Negotiated,"1,000+",Raid,4,1,3,2,0,1,1,501-999,Clash,4,1,1,1,1,"1,000+",Raid,4,1,3,1,0,4,20,1074,Attack,Clash,Attack,No,No,Yes,None,None
50,50.004,713,TAW,710,CHN,11,2,1953,1953,19,1,1956,Ongoing,Ongoing,None,Raid,4,1,3,2,1,1,1,None,Raid,4,1,0,1,1,None,Clash,4,1,1,3,0,1,324,324,Attack,Attack,Clash,No,No,Yes,None,None
50,50.004,713,TAW,710,CHN,11,2,1953,1954,19,1,1956,Ongoing,Ongoing,None,Begin Interstate War,5,1,3,2,1,1,1,None,Begin Interstate War,5,1,0,1,1,None,Begin Interstate War,5,1,1,3,1,2,365,689,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
50,50.004,713,TAW,710,CHN,11,2,1953,1955,19,1,1956,Ongoing,Ongoing,None,Begin Interstate War,5,1,3,2,1,1,1,None,Begin Interstate War,5,1,0,1,1,None,Begin Interstate War,5,1,1,3,1,3,365,1054,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
50,50.004,713,TAW,710,CHN,11,2,1953,1956,19,1,1956,Win B,imposed,"1,000+",Raid,4,1,3,2,1,1,1,"1,000+",Raid,4,1,0,1,1,501-999,Clash,4,1,1,3,0,4,20,1074,Attack,Attack,Clash,No,No,Yes,None,None
50,50.005,710,CHN,732,ROK,13,2,1953,1953,13,2,1953,Statlemate,None,26-100,Clash,4,0,3,2,0,1,1,26-100,Clash,4,1,1,1,1,None,Threat to use force,2,0,3,2,0,1,1,1,Clash,Clash,Threat to use force,No,No,No,None,None
50,50.005,732,ROK,710,CHN,13,2,1953,1953,13,2,1953,Statlemate,None,26-100,Clash,4,0,3,2,1,1,1,None,Threat to use force,2,0,0,1,1,26-100,Clash,4,1,2,3,0,1,1,1,Clash,Threat to use force,Clash,No,No,No,None,None
51,51.001,2,USA,710,CHN,30,9,1950,1950,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,0,0,0,None,Begin Interstate War,5,0,1,0,0,None,Begin Interstate War,5,0,4,2,1,1,93,93,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.001,2,USA,710,CHN,30,9,1950,1951,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,0,0,0,None,Begin Interstate War,5,0,1,0,0,None,Begin Interstate War,5,0,4,2,1,2,365,458,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.001,2,USA,710,CHN,30,9,1950,1952,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,0,0,0,None,Begin Interstate War,5,0,1,0,0,None,Begin Interstate War,5,0,4,2,1,3,366,824,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.001,2,USA,710,CHN,30,9,1950,1953,27,7,1953,Statlemate,Negotiated,"1,000+",Begin Interstate War,5,0,2,17,0,0,0,"1,000+",Begin Interstate War,5,0,1,0,0,"1,000+",Begin Interstate War,5,0,4,2,1,4,209,1033,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.001,710,CHN,2,USA,30,9,1950,1950,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,1,0,0,None,Begin Interstate War,5,0,0,0,0,None,Begin Interstate War,5,0,2,4,1,1,93,93,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.001,710,CHN,2,USA,30,9,1950,1951,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,1,0,0,None,Begin Interstate War,5,0,0,0,0,None,Begin Interstate War,5,0,2,4,1,2,365,458,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.001,710,CHN,2,USA,30,9,1950,1952,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,1,0,0,None,Begin Interstate War,5,0,0,0,0,None,Begin Interstate War,5,0,2,4,1,3,366,824,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.001,710,CHN,2,USA,30,9,1950,1953,27,7,1953,Statlemate,Negotiated,"1,000+",Begin Interstate War,5,0,2,17,1,0,0,"1,000+",Begin Interstate War,5,0,0,0,0,"1,000+",Begin Interstate War,5,0,2,4,1,4,209,1033,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.002,2,USA,731,PRK,27,6,1950,1950,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,0,0,0,None,Begin Interstate War,5,0,1,1,1,None,Begin Interstate War,5,1,4,1,1,1,188,188,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.002,2,USA,731,PRK,27,6,1950,1951,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,0,0,0,None,Begin Interstate War,5,0,1,1,1,None,Begin Interstate War,5,1,4,1,1,2,365,553,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.002,2,USA,731,PRK,27,6,1950,1952,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,0,0,0,None,Begin Interstate War,5,0,1,1,1,None,Begin Interstate War,5,1,4,1,1,3,366,919,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.002,2,USA,731,PRK,27,6,1950,1953,27,7,1953,Statlemate,Negotiated,"1,000+",Begin Interstate War,5,0,2,17,0,0,0,"1,000+",Begin Interstate War,5,0,1,1,1,"1,000+",Begin Interstate War,5,1,4,1,1,4,209,1128,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.002,731,PRK,2,USA,27,6,1950,1950,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,1,1,1,None,Begin Interstate War,5,1,0,0,0,None,Begin Interstate War,5,0,1,4,1,1,188,188,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
51,51.002,731,PRK,2,USA,27,6,1950,1951,27,7,1953,Ongoing,Ongoing,None,Begin Interstate War,5,0,2,17,1,1,1,None,Begin Interstate War,5,1,0,0,0,None,Begin Interstate War,5,0,1,4,1,2,365,553,Begin interstate war,Begin interstate war,Begin interstate war,No,No,Yes,None,None
